VOL_ID;VOL_NAME;VOL_CAT;VOL_TYPE
449;Asosan                               ;Confirmed Eruption  ;Caldera            
450;Asosan                               ;Confirmed Eruption  ;Caldera            
451;Asosan                               ;Confirmed Eruption  ;Caldera            
452;Asosan                               ;Confirmed Eruption  ;Caldera            
453;Asosan                               ;Confirmed Eruption  ;Caldera            
454;Asosan                               ;Confirmed Eruption  ;Caldera            
455;Asosan                               ;Confirmed Eruption  ;Caldera            
456;Asosan                               ;Confirmed Eruption  ;Caldera            
457;Asosan                               ;Confirmed Eruption  ;Caldera            
458;Asosan                               ;Confirmed Eruption  ;Caldera            
459;Asosan                               ;Confirmed Eruption  ;Caldera            
460;Asosan                               ;Confirmed Eruption  ;Caldera            
461;Asosan                               ;Confirmed Eruption  ;Caldera            
462;Asosan                               ;Confirmed Eruption  ;Caldera            
463;Asosan                               ;Confirmed Eruption  ;Caldera            
464;Asosan                               ;Confirmed Eruption  ;Caldera            
465;Asosan                               ;Confirmed Eruption  ;Caldera            
466;Asosan                               ;Confirmed Eruption  ;Caldera            
467;Asosan                               ;Confirmed Eruption  ;Caldera            
468;Asosan                               ;Confirmed Eruption  ;Caldera            
469;Asosan                               ;Confirmed Eruption  ;Caldera            
470;Asosan                               ;Confirmed Eruption  ;Caldera            
471;Asosan                               ;Confirmed Eruption  ;Caldera            
472;Asosan                               ;Confirmed Eruption  ;Caldera            
473;Asosan                               ;Confirmed Eruption  ;Caldera            
474;Asosan                               ;Confirmed Eruption  ;Caldera            
475;Asosan                               ;Confirmed Eruption  ;Caldera            
476;Asosan                               ;Confirmed Eruption  ;Caldera            
477;Asosan                               ;Confirmed Eruption  ;Caldera            
478;Asosan                               ;Confirmed Eruption  ;Caldera            
479;Asosan                               ;Confirmed Eruption  ;Caldera            
480;Asosan                               ;Confirmed Eruption  ;Caldera            
481;Asosan                               ;Confirmed Eruption  ;Caldera            
482;Asosan                               ;Confirmed Eruption  ;Caldera            
483;Asosan                               ;Confirmed Eruption  ;Caldera            
484;Asosan                               ;Confirmed Eruption  ;Caldera            
485;Asosan                               ;Confirmed Eruption  ;Caldera            
486;Asosan                               ;Confirmed Eruption  ;Caldera            
487;Asosan                               ;Confirmed Eruption  ;Caldera            
488;Asosan                               ;Confirmed Eruption  ;Caldera            
489;Asosan                               ;Confirmed Eruption  ;Caldera            
490;Asosan                               ;Confirmed Eruption  ;Caldera            
491;Asosan                               ;Confirmed Eruption  ;Caldera            
492;Asosan                               ;Confirmed Eruption  ;Caldera            
493;Asosan                               ;Confirmed Eruption  ;Caldera            
494;Asosan                               ;Confirmed Eruption  ;Caldera            
495;Asosan                               ;Confirmed Eruption  ;Caldera            
496;Asosan                               ;Confirmed Eruption  ;Caldera            
497;Asosan                               ;Confirmed Eruption  ;Caldera            
498;Asosan                               ;Confirmed Eruption  ;Caldera            
499;Asosan                               ;Confirmed Eruption  ;Caldera            
500;Asosan                               ;Confirmed Eruption  ;Caldera            
501;Asosan                               ;Confirmed Eruption  ;Caldera            
502;Asosan                               ;Confirmed Eruption  ;Caldera            
503;Asosan                               ;Confirmed Eruption  ;Caldera            
504;Asosan                               ;Confirmed Eruption  ;Caldera            
505;Asosan                               ;Confirmed Eruption  ;Caldera            
506;Asosan                               ;Confirmed Eruption  ;Caldera            
507;Asosan                               ;Confirmed Eruption  ;Caldera            
508;Asosan                               ;Confirmed Eruption  ;Caldera            
509;Asosan                               ;Confirmed Eruption  ;Caldera            
510;Asosan                               ;Confirmed Eruption  ;Caldera            
511;Asosan                               ;Confirmed Eruption  ;Caldera            
512;Asosan                               ;Confirmed Eruption  ;Caldera            
513;Asosan                               ;Confirmed Eruption  ;Caldera            
514;Asosan                               ;Confirmed Eruption  ;Caldera            
515;Asosan                               ;Confirmed Eruption  ;Caldera            
516;Asosan                               ;Confirmed Eruption  ;Caldera            
517;Asosan                               ;Confirmed Eruption  ;Caldera            
518;Asosan                               ;Confirmed Eruption  ;Caldera            
519;Asosan                               ;Confirmed Eruption  ;Caldera            
520;Asosan                               ;Confirmed Eruption  ;Caldera            
521;Asosan                               ;Confirmed Eruption  ;Caldera            
522;Asosan                               ;Confirmed Eruption  ;Caldera            
523;Asosan                               ;Confirmed Eruption  ;Caldera            
524;Asosan                               ;Confirmed Eruption  ;Caldera            
525;Asosan                               ;Uncertain Eruption  ;Caldera            
526;Asosan                               ;Uncertain Eruption  ;Caldera            
527;Asosan                               ;Uncertain Eruption  ;Caldera            
528;Asosan                               ;Uncertain Eruption  ;Caldera            
529;Asosan                               ;Uncertain Eruption  ;Caldera            
530;Asosan                               ;Uncertain Eruption  ;Caldera            
531;Asosan                               ;Uncertain Eruption  ;Caldera            
532;Asuncion                             ;Confirmed Eruption  ;Stratovolcano      
533;Asuncion                             ;Discredited Eruption;Stratovolcano      
534;Asuncion                             ;Discredited Eruption;Stratovolcano      
535;Asuncion                             ;Discredited Eruption;Stratovolcano      
536;Asuncion                             ;Uncertain Eruption  ;Stratovolcano      
537;Asuncion                             ;Uncertain Eruption  ;Stratovolcano      
538;Asuncion                             ;Uncertain Eruption  ;Stratovolcano      
539;Ata                                  ;Uncertain Eruption  ;Caldera            
540;Atitlan                              ;Confirmed Eruption  ;Stratovolcano      
541;Atitlan                              ;Confirmed Eruption  ;Stratovolcano      
542;Atitlan                              ;Confirmed Eruption  ;Stratovolcano      
543;Atitlan                              ;Confirmed Eruption  ;Stratovolcano      
544;Atitlan                              ;Confirmed Eruption  ;Stratovolcano      
