PLA_TYPE;Date;Country;PLA_ID
Fairchild F-27 / Cessna 310             ;04/20/1960;North Carolina;1413
Fairchild F-27A                         ;11/07/1960;Ecuador;1414
Fairchild F-27B                         ;12/02/1968;Alaska;1415
Fairchild F-27J                         ;06/02/1980;Bolivia;1416
Fairchild F-27M                         ;03/16/1984;Bolivia;1417
Fairchild FC-2                          ;10/30/1927;New Jersey;1418
Fairchild FC-2W                         ;03/11/1933;Argentina;1419
Fairchild FH-227B                       ;03/04/1988;France;1420
Fairchild FH-227E                       ;01/17/2002;Ecuador;1421
Fairchild FH-227H                       ;01/24/1980;Burma;1422
Fairchild Hiller FH-227B                ;10/26/2003;Argentina;1423
Fairchild Hiller FH1100                 ;06/30/1974;Alaska;1424
Fairchild packet (C119 flying boxcar)   ;07/18/1952;near Milton;1425
Fairchild Pilgrim 100A                  ;12/31/1931;Ohio;1426
Fairchild R4Q / Dougas AD-6 skyraider   ;03/07/1958;Okinawa;1427
Fairchild R4Q-2                         ;07/17/1953;Florida;1428
Fairchild SA227-TT                      ;04/01/1993;Tennesee;1429
Fairchild-Hiller FH-227-B               ;03/03/1972;New York;1430
Fairchild-Hiller FH-227B                ;08/10/1968;West Virginia;1431
Fairchild-Hiller FH-227B-LCD            ;06/12/1982;Brazil;1432
Fairchild-Hiller FH-227D/LCD            ;10/13/1972;Chile;1433
Fairchild-Hiller FH227C                 ;10/25/1968;New Hampshire;1434
Fairey Firefly MK1                      ;10/07/1946;The Netherlands;1435
Farman 190                              ;01/13/1930;Madagascar;1436
Farman F-121 Jabiru                     ;11/08/1927;France;1437
Farman F-190                            ;03/29/1932;Iraq;1438
Farman F-224                            ;11/27/1940;;1439
Farman F-300                            ;04/01/1935;France;1440
Farman F-301                            ;10/31/1933;France;1441
Farman F-306                            ;09/12/1933;Yugoslavia;1442
Farman F-40                             ;07/20/1920;Columbia;1443
Farman F-60 Goliath                     ;05/14/1923;Picrdie;1444
Farman F-63                             ;02/10/1930;England;1445
Farman F.60 Goliath                     ;08/27/1923;United Kingdom;1446
Faucett F-19                            ;10/24/1945;Peru;1447
FD Type Dirigible                       ;07/21/1919;Illinois;1448
FIAT G-212CP                            ;05/04/1949;Italy;1449
Fiat G.212CP                            ;07/01/1948;Belgium;1450
Five Grumman TBM Avengers               ;12/05/1945;;1451
Fletcher FU-24-954                      ;09/04/2010;;1452
Focke-Wulf A-17                         ;12/11/1933;Germany;1453
Focke-Wulf FW 200                       ;09/27/1944;France;1454
Fokker (KLM)  F.III                     ;06/25/1925;France;1455
Fokker (KLM) F.III                      ;07/24/1928;Netherlands;1456
Fokker 100                              ;03/05/1993;Macedonia;1457
Fokker 27 Friendship 200                ;02/12/1990;Brazil;1458
Fokker 28 Fellowship 1000               ;01/09/2003;Peru;1459
Fokker 50                               ;09/15/1995; Malaysia;1460
Fokker F-10                             ;09/08/1932;Texas;1461
Fokker F-10A                            ;03/19/1932;California;1462
Fokker F-12                             ;04/06/1935;Germany;1463
Fokker F-27 Friendship 100              ;06/10/1960;Qld. Australia;1464
Fokker F-27 Friendship 200              ;10/08/1965;Pakistan;1465
Fokker F-27 Friendship 300              ;09/26/1970;Faeroe Islands;1466
Fokker F-27 Friendship 400              ;04/27/1967;Philippines;1467
Fokker F-27 Friendship 400M             ;06/10/1970;Peru;1468
Fokker F-27 Friendship 500              ;01/23/1971;South Korea;1469
Fokker F-27 Friendship 500F             ;06/18/1994;Indonesia;1470
Fokker F-27 Friendship 600              ;05/25/1969;Italy;1471
Fokker F-27 Friendship 600RF            ;07/20/1981;Somalia;1472
Fokker F-27 MK 500                      ;08/31/2014;Tanzania;1473
Fokker F-28 Fellowship 1000             ;12/23/1972;Norway;1474
Fokker F-28 Fellowship 1000 / MiG-21    ;03/02/1978;Nigeria;1475
Fokker F-28 Fellowship 2000             ;11/28/1983;Nigeria;1476
Fokker F-28 Fellowship 3000             ;03/28/1985;Colombia;1477
Fokker F-28 Fellowship 3000RC           ;06/02/1983;Indonesia;1478
Fokker F-28 Fellowship 4000             ;10/06/1981;Netherlands;1479
Fokker F-50                             ;02/10/2004;United Arab Emirates;1480
Fokker F-III                            ;05/18/1929; Pest Hungary;1481
Fokker F-VII                            ;01/12/1927;France;1482
Fokker F-VIIA                           ;03/30/1929;California;1483
Fokker F-VIIB                           ;06/07/1931;Burma;1484
Fokker F-VIIb-3m                        ;09/15/1931;Oltenia;1485
Fokker F-VIIb-3M                        ;12/06/1931;Thailand;1486
Fokker F-VIII                           ;08/22/1927;England;1487
Fokker F-X                              ;06/13/1929;Cuba;1488
Fokker F-XII                            ;11/19/1936;England;1489
Fokker F-XXII                           ;07/14/1935;Netherlands;1490
Fokker F.III                            ;04/24/1924;;1491
Fokker F10A Trimotor                    ;03/31/1931;Kansas;1492
Fokker F27 Friendship 100               ;11/11/2002;Philippines;1493
Fokker F7                               ;07/09/1926;Belgium;1494
Fokker FG II                            ;08/24/1929;Germany;1495
Fokker FG III                           ;10/08/1926;Germany;1496
Fokker Super Universal                  ;09/04/1928;Idaho;1497
Fokker Universal                        ;09/03/1927;Connecticut;1498
Fokker Universal F-14                   ;02/20/1931;Manitoba;1499
Ford 4                                  ;05/12/1928;Minnesota;1500
Ford 4-AT-B Tri Motor                   ;08/25/1928;BC;1501
Ford 4-AT-E Tri-motor                   ;12/10/1934;Cuba;1502
Ford 5                                  ;12/14/1932;Texas;1503
Ford 5-AT Tri-Motor                     ;01/20/1941;China;1504
Ford 5-AT-B Tri Motor                   ;03/17/1929;New Jersey;1505
Ford 5-AT-B Tri-Motor                   ;06/24/1929;Minnesota;1506
Ford 5-AT-B Tri-Motor / B-PW-9D         ;04/21/1929;California;1507
Ford 5-AT-C Tri Motor                   ;01/19/1930;California;1508
Ford 5-AT-C Tri-Motor                   ;03/22/1934;Peru;1509
Ford 5-AT-D                             ;01/24/1933;Oregon;1510
Ford 5-AT-D Tri-Motor                   ;03/05/1936;China;1511
Ford model 4-AT-E                       ;05/18/1935;Michigan;1512
Ford Tri-Motor                          ;09/13/1935;Panama;1513
Ford Tri-motor                          ;08/29/1938;New Mexico;1514
Ford Tri-Motor / Ford Tri-Motor         ;06/24/1935;Colombia;1515
Ford Tri-motor 4                        ;12/10/1928;Washington;1516
Ford Tri-Motor 5                        ;06/05/1930;Massachusetts;1517
Ford Tri-motor 5                        ;10/26/1932;Bolivia;1518
Ford Tri-motor F-VIII                   ;08/10/1938;Hungary;1519
GAF N22B Nomad                          ;01/28/2010;Philippines;1520
GAF Nomad 22B                           ;12/23/1979;Papua New Guinea;1521
GAF Nomad N-22                          ;10/25/1993;New Zealand;1522
GAF Nomad N-22B                         ;06/06/1976;Malaysia;1523
GAF Nomad N-22C                         ;07/02/2000;Philippines;1524
GAF Nomad N-24A                         ;02/12/1996;Hati;1525
GAF Nomad N24A                          ;06/01/1991;Great Inagua;1526
Gates Learjet 23                        ;05/09/1970;Michigan;1527
Gates Learjet 24B                       ;01/06/1977;California;1528
Gates Learjet 25B                       ;09/04/1982;Brazil;1529
Gates Learjet 35                        ;10/25/1999;South Dakota;1530
Gates Learjet 35A                       ;08/04/2003;Connecticut;1531
Gates Learjet 45                        ;06/01/2003;Italy;1532
General 102-E                           ;07/19/1935;Mississippi;1533
General Aviation GA-43                  ;04/30/1936;Switzerland;1534
Goodyear ZPG-3W (airship)               ;07/06/1960;New Jersey;1535
Goodyear-Zeppelin U.S.S. Akron (airship);04/04/1933;New Jersey;1536
Grazhdansky Vozdushnyi Flot PS-84       ;11/17/1942;Russia;1537
Grumman C-2A                            ;10/02/1969;;1538
Grumman G-159 Gulfstream I              ;05/31/1985;Tennessee;1539
Grumman G-21                            ;12/11/1974;Alaska;1540
Grumman G-21 Goose                      ;01/26/1942;Timor;1541
Grumman G-21A                           ;03/10/1966;Alaska;1542
Grumman G-21A Goose                     ;12/24/1961;Kodiak Island;1543
Grumman G-21A seaplane                  ;02/21/1976;Virgin Islands;1544
Grumman G-73 Mallard                    ;01/15/1955;Ontario;1545
Grumman G-73T Turbo Mallard             ;03/18/1994;Florida;1546
Grumman G73T Turbo Mallard              ;12/19/2005;Florida;1547
Grumman Gulfstream G3                   ;11/22/2004;Texas;1548
Grumman Gulfstream II                   ;05/03/1995;Ecuador;1549
Grummand EA-6B                          ;02/03/1998;Trento;1550
Grummand Gulfstream III                 ;03/29/2001;Colorado;1551
GVF PS-84                               ;10/22/1942;Russia;1552
H-21B                                   ;03/23/1963;Japan;1553
Hadley Page 137Jetstream I / Cessna 206 ;04/17/1981;Colorado;1554
HAL-748-224                             ;03/15/1973;India;1555
HAL-748-224 Srs.2                       ;12/09/1971;India;1556
Hamilton H-47                           ;11/24/1928;Ohio;1557
Handley Page Dart Herald 201            ;02/24/1969;Taiwan;1558
Handley Page Dart Herald 202            ;09/11/1984;Zaire;1559
Handley Page Dart Herald 207            ;04/10/1965;Syria;1560
Handley Page Halifax C-8                ;05/25/1948;Spain;1561
Handley Page Hastings C Mark 1          ;07/06/1965;England;1562
Handley Page Hastings C-2               ;05/29/1961;;1563
Handley Page HP-1 Hermes                ;11/05/1956;England;1564
Handley Page HP-16                      ;12/14/1920;England;1565
Handley Page HP-42                      ;03/01/1940;;1566
Handley Page HP-57 Halifax              ;10/30/1942;;1567
Handley Page HP-81 Hermes 4A            ;08/21/1952;Italy;1568
Handley Page HP-81 Hermes IV            ;05/26/1952;Mauritania;1569
Handley Page HPR-7 Herald 101           ;11/02/1973;Colombia;1570
Handley Page HPR-7 Herald 211           ;03/17/1965;Nova Scotia;1571
Handley Page HPR-7 Herald 214           ;11/03/1967;Brazil;1572
Handley Page Jetstream 1                ;03/06/1970;Switzerland;1573
Handley Page O/10                       ;01/14/1922;France;1574
Handley Page W-10                       ;10/21/1926;;1575
Handley Page W-8                        ;10/30/1930;France;1576
Harbin Yunshuji Y-12 II                 ;06/10/1997;Mongolia;1577
Harbin Yunshuji Y-12-II                 ;06/21/1996;China;1578
Hawker 800A                             ;10/27/2003;Mexico;1579
Hawker Hunter                           ;07/13/1949;Gujarat state;1580
Hawker Siddeley HS 748-260              ;01/09/1974;Colombia;1581
Hawker Siddeley HS-121 Trident 2E       ;08/31/1988;Hong Kong;1582
Hawker Siddeley HS-125                  ;07/09/1999;Mexico;1583
Hawker Siddeley HS-125-403B             ;09/08/1987;Brazil;1584
Hawker Siddeley HS-748                  ;06/26/1981;England;1585
Hawker Siddeley HS-748 1                ;02/04/1970;Argentina;1586
Hawker Siddeley HS-748 2                ;02/03/1975;Philippines;1587
Hawker Siddeley HS-748 2A               ;08/09/1995;Indonesia;1588
Hawker Siddeley HS-748-1                ;07/31/1979;Shetlands;1589
Hawker Siddeley HS-748-2                ;04/27/1980;Thailand;1590
Hawker Siddeley HS-748-209              ;04/21/1970;Philippines;1591
Hawker Siddeley HS-748-209 Srs. 2       ;07/11/1982;Philippines;1592
Hawker Siddeley HS-748-215-2            ;08/20/1968;Venezuela;1593
Hawker Siddeley HS-748-230 Srs. 2A      ;01/06/1972;Mexico;1594
Hawker Siddeley HS-748-234              ;01/09/1993;Indonesia;1595
Hawker Siddeley HS-748-234 Srs. 2A      ;11/10/1993;Canada;1596
Hawker Siddeley HS-748-235 Srs. 2A      ;06/17/1975;Brazil;1597
Hawker Siddeley HS-748-246              ;01/20/1976;Ecuador;1598
Hawker Siddeley HS-748-2A               ;01/25/1990;Lombok Island;1599
Hawker Siddeley HS-748-329 Srs. 2A      ;04/16/1983;Sudan;1600
Hawker Siddeley HS-748-353 Srs.2a       ;02/01/1997;Senegal;1601
Hawker Siddeley HS-748-357/2B SCD       ;04/29/1995;Sri Lanka;1602
Hawker Siddeley HS-748-372              ;06/01/2002;South Africa;1603
Hawker Siddeley HS-748-435 Srs. 2       ;06/28/1989; Cameroon;1604
Hawker Siddeley HS-748-501 Super 2B     ;09/05/1999;Nepal;1605
Hawker Siddeley HS-748-FAA              ;10/11/1983;Illinois;1606
Hawker Siddeley Trident 1C              ;06/18/1972; Staines;1607
Hawker Siddeley Trident 2E              ;03/14/1979;China;1608
Hawker Siddeley Trident 2E /  II-28     ;09/14/1983;China;1609
Hawker-Siddeley DH-125-1A/522           ;03/16/1991;CA;1610
Heinkel 116                             ;05/27/1938;Germany;1611
Heinkel He-111                          ;11/12/1937;Germany;1612
Heinkel He-111V2                        ;03/12/1937;Gambia;1613
Heinkel HE-2                            ;10/06/1931;Canada;1614
Heinkel He-70                           ;12/24/1935;Poland;1615
Helicopter                              ;02/14/2010;Yemen;1616
Helicopter, Hughes 369HS                ;07/12/1993;Alabama;1617
HESA Iran-140-100                       ;08/10/2014;Iran;1618
Hindustan Aeronautics 748 2-224         ;08/04/1979;India;1619
Hindustan Aeronautics 748-2             ;03/25/1991;India;1620
Hindustan Aeronautics 748-2M            ;06/07/1979;India;1621
Howard 250                              ;08/28/1986;Arkansas;1622
HS-125-700B                             ;04/11/1985;Argentina;1623
Hughes 369D                             ;04/11/1982;Alaska;1624
Hughes 369HS                            ;09/02/1976;Alaska;1625
IAI 1124 Westwind                       ;10/10/1985;Australia;1626
IAI 1124A Westwind                      ;11/08/2002;New Mexico;1627
IAI Arava 201                           ;03/02/1976;;1628
IAI Attava 201                          ;03/15/2016;Ecuador;1629
Illyushin 76                            ;05/08/2003;Congo;1630
Ilushin Il-14                           ;11/04/1957;Russia;1631
Ilushin IL-14                           ;07/20/1960;Russia;1632
Ilushin Il-76TD                         ;03/23/2007;Somalia;1633
Iluyshin Il-86                          ;07/28/2002;Russia;1634
Ilysushin Il-76T                        ;11/30/2012;Congo;1635
Ilysushin Il-76TD                       ;06/30/2008;Sudan;1636
Ilyushin 114T                           ;12/05/1999;Russia;1637
Ilyushin 14M                            ;12/04/1960;Russia;1638
Ilyushin 14P                            ;12/10/1969;Russia;1639
Ilyushin 18V                            ;11/19/2001;Russia;1640
Ilyushin 76-TD                          ;04/11/2018;Algeria;1641
Ilyushin 76MD                           ;06/06/1996;Democratic Republic Congo;1642
Ilyushin 76TD                           ;05/24/1991;Iran;1643
Ilyushin II-14                          ;12/31/1954;Russia;1644
Ilyushin II-14P                         ;03/01/1976;Romania;1645
Ilyushin II-76                          ;07/17/1998;Eritrea;1646
Ilyushin II-76TD                        ;01/31/2003;East Timor;1647
Ilyushin IL -12                         ;10/28/1954;Russia;1648
Ilyushin IL- 76TD                       ;12/01/2001;Russia;1649
Ilyushin IL-12                          ;12/18/1947;Russia;1650
Ilyushin IL-12B                         ;11/24/1956;Switzerland;1651
Ilyushin IL-14                          ;12/23/1958;Uzbekstan;1652
Ilyushin Il-14                          ;06/14/1981;Russia;1653
Ilyushin IL-14M                         ;08/09/1975;Russia;1654
Ilyushin IL-14M / Antonov An-12BP       ;06/23/1969;Russia;1655
Ilyushin IL-14P                         ;08/15/1957;Denmark;1656
Ilyushin Il-14P                         ;08/24/1963;Russia;1657
Ilyushin IL-14P                         ;02/13/1965;Azerbaijan;1658
Ilyushin IL-18                          ;12/13/1959;Uzbekistan;1659
Ilyushin IL-18A                         ;12/26/1960;Russia;1660
Ilyushin IL-18B                         ;08/17/1960;Ukraine;1661
Ilyushin IL-18D                         ;11/23/1962;France;1662
Ilyushin IL-18E                         ;03/06/1976;Russia;1663
Ilyushin IL-18L                         ;07/28/1976;Czechoslovakia;1664
Ilyushin IL-18M                         ;02/16/1966;Russia;1665
Ilyushin IL-18V                         ;03/05/1963;Turkmenistan;1666
Ilyushin IL-2                           ;06/14/1953;Georgia;1667
Ilyushin IL-38 / Ilyushin IL-38         ;10/01/2002;India;1668
Ilyushin IL-62                          ;08/14/1972;East Germany;1669
Ilyushin IL-62M                         ;05/27/1977;Cuba;1670
Ilyushin Il-62M                         ;07/24/2009;Iran;1671
Ilyushin IL-62MK                        ;06/17/1989;Germany;1672
Ilyushin IL-76                          ;07/14/2001;Russia;1673
Ilyushin Il-76                          ;11/01/2009;Russia;1674
Ilyushin IL-76 / Mi-8 (helicopter)      ;12/11/1988;Armenia;1675
Ilyushin IL-76M                         ;10/27/1984;Afghanistan;1676
Ilyushin IL-76MD                        ;10/18/1989;Russia;1677
Ilyushin Il-76MD                        ;02/19/2003;Iran;1678
Ilyushin IL-76T                         ;08/19/1996;Yugosalvia;1679
Ilyushin Il-76T                         ;03/09/2009;Uganda;1680
Ilyushin IL-76TD                        ;10/20/1989;Russia;1681
Ilyushin Il-76TD                        ;11/28/2010;Pakistan;1682
Ilyushin Il12                           ;10/12/1948;Azerbaijan;1683
Ilyushin P-14                           ;06/14/1957;Russia;1684
Ilyushin76TD                            ;07/06/2011;Afghanistan;1685
IPTN 332C Super Puma                    ;12/06/1990;Indonesia;1686
Junkers 52/3m                           ;02/23/1945;Poland;1687
Junkers F-13                            ;09/15/1920;Ohio;1688
Junkers F-13ge                          ;07/21/1930;Kent;1689
Junkers G-23                            ;08/31/1932;Germany;1690
Junkers G-24                            ;11/06/1929;Surrey;1691
Junkers G-31                            ;12/11/1928;Germany;1692
Junkers JL-6                            ;09/01/1920;New Jersey;1693
Junkers JU-160                          ;06/13/1936;Germany;1694
Junkers JU-38                           ;01/04/1938;Germany;1695
Junkers JU-5/-3m                        ;04/10/1953;Madagascar;1696
Junkers JU-52                           ;01/14/1936;Colombia;1697
Junkers Ju-52                           ;06/04/1947;France;1698
Junkers JU-52                           ;08/04/2018;Switzerland;1699
Junkers JU-52/3m                        ;01/31/1935;Germany;1700
Junkers Ju-52/3m                        ;11/04/1940;Bolivia;1701
Junkers JU-52/3m                        ;01/17/1941;Hungary;1702
Junkers Ju-52/3m                        ;06/29/1946;France;1703
Junkers JU-52/3m                        ;10/23/1946;Egypt;1704
Junkers Ju-52/3m                        ;07/15/1947;;1705
Junkers JU-52/3m                        ;01/18/1950;Spain;1706
Junkers JU-52/3mge                      ;06/14/1940;Gulf of Finland;1707
Junkers JU-53/3m                        ;10/28/1941;bulgaria;1708
Junkers JU-86                           ;03/16/1939;Colombia;1709
Junkers JU-90A-1                        ;11/08/1940;Germany;1710
Junkers JU.52                           ;02/22/1938;France;1711
Junkers JU52/3m                         ;09/02/1944;Yugoslavia;1712
Junkers Ju53/2m                         ;11/08/1940;Brazil;1713
Junkers JU86 Z-2                        ;07/20/1939;Switzerland;1714
Junkers JU90V2                          ;11/26/1938;Gambia;1715
Junkers W-33                            ;10/29/1932;England;1716
Junkers W-34                            ;05/22/1931;Australia;1717
Kalinin K-4                             ;08/24/1929;Russia;1718
Kalinin K-7                             ;11/21/1933;Ukraine;1719
Kawasaki C-1 / Kawasaki C-1             ;04/19/1983;Japan;1720
Kawasaki C-1A                           ;06/27/2000;Japan;1721
KB-50                                   ;12/20/1962;Okinawa;1722
KJ-2000                                 ;06/03/2006;China;1723
Koolhoven FK.43                         ;06/10/1939;The Netherlands;1724
Kubicek BB85Z Hot Air Balloon           ;07/30/2016;Texas;1725
L-Hudson                                ;06/24/1957;Queensland;1726
Lasco Lascowl                           ;07/14/1931;Australia;1727
Latecoere 25                            ;01/16/1928;Uruguay;1728
Latecoere 25-3-R                        ;09/17/1929;Morocco;1729
Latecoere 26                            ;05/07/1928;Brazil Florianopolis;1730
Latecoere 28                            ;05/10/1930;Argentina;1731
Latecoere 28-1                          ;05/09/1933;Spain;1732
Latecoere 301 (flying boat)             ;02/10/1936;;1733
Latecoere 32                            ;11/15/1928;;1734
Latecoere 631 (flying boat)             ;02/21/1948;France;1735
Latecoere 631 (sea plane)               ;03/28/1950;France;1736
Latécoère 23 (flying boat)              ;12/31/1927;;1737
Latécoère 28                            ;02/26/1934;Morocco;1738
Latécoère 28-1                          ;11/02/1935;Brazil;1739
Latécoère 300 (float plane.             ;12/07/1936;French West Africa;1740
Lear Jet 24A                            ;01/03/1976;Alaska;1741
Learjet 23                              ;11/14/1965;California;1742
Learjet 23A                             ;06/04/1984;Connecticut;1743
Learjet 24                              ;10/01/1981;Wyoming;1744
Learjet 24D                             ;04/07/1999;Brazil;1745
Learjet 25                              ;03/30/1983;New Jersey;1746
Learjet 25B                             ;11/22/2001;Pennsylvania;1747
Learjet 25D                             ;06/18/1994;Virginia;1748
Learjet 35A                             ;12/24/1996;New Hampshire;1749
Learjet 55                              ;06/23/2000;Florida;1750
Learjet 60                              ;09/19/2008;South Carolina;1751
LET  410M Turbojet                      ;01/07/1982;USSR;1752
Let 410                                 ;07/11/1996;India;1753
LET 410 M                               ;12/04/1984;USSR;1754
Let 410 UVP-E10A                        ;10/08/2007;Colombia;1755
Let 410 UVP-E3                          ;01/04/2008;Venezuela;1756
Let 410A                                ;12/14/2001;Democratic Republic Congo;1757
LET 410M turbojet                       ;08/03/1979;USSR;1758
LET 410MT Turbojet                      ;10/14/1986;USSR;1759
Let 410MU                               ;08/26/1988;Russia;1760
Let 410UVP                              ;12/07/1988;Russia;1761
LET 410UVP                              ;09/12/2001;Mexico;1762
Let 410UVP                              ;12/27/2002;Comoros Islands;1763
Let 410UVP Turbojet / Tupolev TU-134V   ;08/14/1982;Georgia;1764
Let 410UVP Turolet                      ;04/19/1988;USSR;1765
Let 410UVP-E                            ;08/26/1993;Russia;1766
LET 410UVP-E                            ;09/18/2001;Guatemala;1767
Let 410UVP-E                            ;12/16/2001;Colombia;1768
Let 410UVP-E20                          ;11/28/2002;Kenya;1769
Let 410UVP-E4                           ;01/27/2005;Hungary;1770
Let 420UVP-E                            ;08/24/2003;Haiti;1771
Let Aero 45S                            ;09/27/1957;Maharashtra;1772
Let L-401UVP-20                         ;07/13/2011;Brazil;1773
Let L-410 UVPE-20                       ;02/14/2011;Honduras;1774
Let L-410UVP                            ;03/01/2003;Russia;1775
Let L-410UVP-E20                        ;05/27/2017;Nepal;1776
Let L410UVP-E20                         ;03/31/2006;Brazil;1777
Let-410UVP-E                            ;03/26/2005;Providencia Island;1778
Li-2                                    ;06/21/1947;Gulf of Karkinitsky;1779
Li-2 / Li-2T                            ;05/27/1953;Russia;1780
Liore et Olivier 190                    ;11/16/1929;France;1781
Liore et Olivier H-246 Air Boat         ;08/13/1942;Algeria;1782
Liore-et-Olivier 213                    ;09/17/1932;England;1783
Lioré-et-Olivier H-13                   ;01/10/1923;France;1784
Lioré-et-Olivier H-242                  ;02/09/1938;France;1785
Lioré-et-Olivier LeO H-13               ;06/26/1925;Spain;1786
Lisnov Li-2                             ;04/24/1948;;1787
Lisunov LI-2                            ;12/07/1944;Ukraine;1788
Lisunov Li-2                            ;01/14/1946;Russia;1789
Lisunov LI-2                            ;11/27/1947;Yugoslavia;1790
Lisunov Li-2                            ;10/25/1948;USSR;1791
Lisunov LI-2                            ;03/25/1951;Russia;1792
Lisunov Li-2                            ;12/06/1952;Bugaria;1793
Lisunov LI-2                            ;08/26/1954;Russia;1794
Lisunov Li-2P                           ;11/15/1951;Poland;1795
Lockhed 10 Electra                      ;11/12/1937;Poland;1796
Lockheed  188A Electra                  ;02/03/1959;New York;1797
Lockheed  5 Vega                        ;09/28/1936;Colorado;1798
Lockheed 049 Consellation               ;12/28/1946;Ireland;1799
Lockheed 049 Constellation              ;07/28/1950;Brazil;1800
Lockheed 049-46-21 Constellation        ;06/19/1947;Syria;1801
Lockheed 049-46-25 Constellation        ;10/21/1948;Scotland;1802
Lockheed 10 Electra                     ;12/18/1936;Idaho;1803
Lockheed 1011-200 TriStar               ;08/19/1980;Saudi Arabia;1804
Lockheed 1049C Super Constellation      ;07/16/1957;Indonesia;1805
Lockheed 1049C-55-81 S Constellation    ;09/05/1954;Ireland;1806
Lockheed 1049E Super Constellation      ;10/14/1958;Venezuela;1807
Lockheed 1049E-55 Super Constellation   ;06/20/1956;New Jersey;1808
Lockheed 1049G Super Constellation      ;08/29/1960;Senegal;1809
Lockheed 1049G-55 Super Constellation   ;05/05/1965;Canary Islands;1810
Lockheed 1049H Super Constellation      ;08/14/1958;100 miles W of Galway Bay;1811
Lockheed 1049H-82 Super Constellation   ;09/23/1962;;1812
Lockheed 10A Electra                    ;10/23/1948;New Zealand;1813
Lockheed 10B Electra                    ;08/05/1936;Missouri;1814
Lockheed 10C Electra                    ;06/20/1944;Brazil;1815
Lockheed 10E Electra                    ;01/11/1937;Veracruz;1816
Lockheed 1329 Jetstar 8                 ;01/05/1995;Iran;1817
Lockheed 1339                           ;02/11/1981;New York;1818
Lockheed 14 Electra                     ;11/02/1938;England;1819
Lockheed 14 Super Electra               ;07/08/1938;Montana;1820
Lockheed 14-H Super Electra             ;01/13/1939;Montana;1821
Lockheed 14-H2 Super Electra            ;05/16/1938;California;1822
Lockheed 14-WF62 Super Electra          ;12/09/1938;Netherlands;1823
Lockheed 14H Super Electra              ;01/10/1938;Montana;1824
Lockheed 1649A Starliner                ;06/26/1959;Lombardia;1825
Lockheed 18 Loadstar                    ;09/28/1942;Brazil;1826
Lockheed 18 Lodestar                    ;03/28/1941;South Africa;1827
Lockheed 18 LodeStar                    ;08/18/1941;Brazil;1828
Lockheed 18 Lodestar                    ;08/30/1944;Brazil;1829
Lockheed 18 LodeStar                    ;11/29/1944;Kenya;1830
Lockheed 18 Lodestar                    ;04/27/1945;;1831
Lockheed 18 LodeStar                    ;03/07/1955;Mexic;1832
Lockheed 18 Lodestar                    ;03/22/1958;New Mexico;1833
Lockheed 18 LodeStar                    ;12/29/1974;Guatemala;1834
Lockheed 18-08 Lodestar                 ;12/05/1969;New Mexico;1835
Lockheed 18-56 Loadstar                 ;08/29/1944;Västergötland;1836
Lockheed 18-56 Lodestar                 ;12/17/1943;Scotland;1837
Lockheed 18-56 LodeStar                 ;04/10/1953;Jamaica;1838
Lockheed 188A Electra                   ;09/29/1959;Texas;1839
Lockheed 188C  Electra                  ;09/17/1961;Illinois;1840
Lockheed 188C Electra                   ;03/17/1960;10 mile SE of Tell City;1841
Lockheed 5 Vega                         ;08/11/1929;New Mexico;1842
Lockheed 749 Constellation              ;11/03/1950;France;1843
Lockheed 749-79-33 Constellation        ;06/23/1949;Italy;1844
Lockheed 749-79-34 Constellation        ;11/27/1956;Venezuela;1845
Lockheed 749A Constellation             ;08/31/1950;Egypt;1846
Lockheed 749A-79 Constellation          ;08/09/1954;Azores;1847
Lockheed 749A-79-32 Constellation       ;06/14/1960;Alaska;1848
Lockheed 749A-79-33 Constellation       ;03/13/1954;Singapore;1849
Lockheed 749C-79-12 Constellation       ;12/21/1955;Florida;1850
Lockheed 9 Orion                        ;08/03/1936;;1851
Lockheed C-121C Super Constellation     ;12/31/1956;Saudi Arabia;1852
Lockheed C-130                          ;11/02/1986;Iran;1853
Lockheed C-130 Hercule                  ;07/26/2011;Morocco;1854
Lockheed C-130 Hercules                 ;11/25/1975;Egypt;1855
Lockheed C-130A                         ;01/22/1985;Honduras;1856
Lockheed C-130A Hercules                ;09/19/1958;France;1857
Lockheed C-130A-II Hercules             ;09/02/1958;Russia;1858
Lockheed C-130B                         ;04/17/1967;Iran;1859
Lockheed C-130B Hercules                ;07/15/1966;;1860
Lockheed C-130E                         ;10/02/1970;Taiwan;1861
Lockheed C-130E Hercules                ;01/14/1981;West Germany;1862
Lockheed C-130H                         ;08/18/1974;Zaire;1863
Lockheed C-130H Hercules                ;05/29/1981;Egypt;1864
Lockheed C-130H-30                      ;10/05/1991;Indonesia;1865
Lockheed C-130H-30 Hercules             ;02/11/2014;Algeria;1866
Lockheed C-130HF                        ;03/13/1997;Iran;1867
Lockheed C-130J Hercules                ;10/02/2015;Afghanistan;1868
Lockheed C-130K Hercules                ;11/09/1971;Italy;1869
Lockheed C-141A                         ;08/28/1973;Spain;1870
Lockheed C-141A (L.300)                 ;03/20/1975;Washington;1871
Lockheed C-141B                         ;07/12/1984;Italy;1872
Lockheed C-141B / Lockheed C141B        ;11/30/1992;Montana;1873
Lockheed C-28                           ;07/02/1954;Brazil;1874
Lockheed C-56B Lodestar                 ;04/04/1943;;1875
Lockheed C-5A                           ;08/29/1990;Germany;1876
